
testcases/common/oncoming-trick.xml
timestamp,# collisions,agent 0 path length,agent 0 effort,agent 0 get target,agent 1 path length,agent 1 effort,agent 1get target,
0,,0;0.00544341,false,0;0.00544341,false,
3.00667,,1.01263;9.69269,false,1.01142;9.70041,false,
3.00833,,1.01263;9.6964,false,1.01143;9.70413,false,
3.01,,1.01263;9.70012,false,1.01143;9.70785,false,
3.01167,,1.01264;9.70384,false,1.01143;9.71156,false,
3.01333,,1.01264;9.70755,false,1.01144;9.71528,false,
3.015,,1.01264;9.71127,false,1.01144;9.719,false,
3.01667,,1.01265;9.71499,false,1.01144;9.72271,false,
3.01833,,1.01265;9.7187,false,1.01145;9.72643,false,
3.02,,1.01266;9.72242,false,1.01145;9.73015,false,
3.02167,,1.01266;9.72614,false,1.01145;9.73386,false,
3.02333,,1.01266;9.72985,false,1.01146;9.73758,false,
3.025,,1.01267;9.73357,false,1.01146;9.7413,false,
3.02667,,1.01267;9.73729,false,1.01146;9.74501,false,
3.02833,,1.01267;9.741,false,1.01147;9.74873,false,
3.03,,1.01268;9.74472,false,1.01147;9.75245,false,
3.03167,,1.01268;9.74844,false,1.01147;9.75616,false,
3.03333,,1.01268;9.75215,false,1.01148;9.75988,false,
3.035,,1.01269;9.75587,false,1.01148;9.7636,false,
3.03667,,1.01269;9.75959,false,1.01148;9.76731,false,
3.03833,,1.01269;9.7633,false,1.01149;9.77103,false,
3.04,,1.0127;9.76702,false,1.01149;9.77475,false,
3.04167,,1.0127;9.77074,false,1.01149;9.77846,false,
3.04333,,1.0127;9.77445,false,1.0115;9.78218,false,
3.045,,1.01271;9.77817,false,1.0115;9.7859,false,
3.04667,,1.01271;9.78189,false,1.0115;9.78961,false,
3.04833,,1.01271;9.7856,false,1.01151;9.79333,false,
3.05,,1.01272;9.78932,false,1.01151;9.79705,false,
3.05167,,1.01272;9.79304,false,1.01151;9.80076,false,
3.05333,,1.01272;9.79675,false,1.01152;9.80448,false,
3.055,,1.01273;9.80047,false,1.01152;9.8082,false,
3.05667,,1.01273;9.80419,false,1.01152;9.81191,false,
3.05833,,1.01273;9.8079,false,1.01153;9.81563,false,
3.06,,1.01274;9.81162,false,1.01153;9.81935,false,
3.06167,,1.01274;9.81534,false,1.01153;9.82306,false,
3.06333,,1.01275;9.81905,false,1.01154;9.82678,false,
3.065,,1.01275;9.82277,false,1.01154;9.8305,false,
3.06667,,1.01275;9.82649,false,1.01154;9.83421,false,
3.06833,,1.01276;9.8302,false,1.01155;9.83793,false,
3.07,,1.01276;9.83392,false,1.01155;9.84165,false,
3.07167,,1.01276;9.83764,false,1.01155;9.84536,false,
3.07333,,1.01277;9.84135,false,1.01156;9.84908,false,
3.075,,1.01277;9.84507,false,1.01156;9.8528,false,
3.07667,,1.01277;9.84879,false,1.01156;9.85651,false,
3.07833,,1.01278;9.8525,false,1.01157;9.86023,false,
3.08,,1.01278;9.85622,false,1.01157;9.86395,false,
3.08167,,1.01278;9.85994,false,1.01157;9.86766,false,
3.08333,,1.01279;9.86365,false,1.01158;9.87138,false,
3.085,,1.01279;9.86737,false,1.01158;9.8751,false,
3.08667,,1.01279;9.87109,false,1.01158;9.87881,false,
3.08833,,1.0128;9.8748,false,1.01159;9.88253,false,
3.09,,1.0128;9.87852,false,1.01159;9.88625,false,
3.09167,,1.0128;9.88224,false,1.01159;9.88996,false,
3.09333,,1.01281;9.88595,false,1.0116;9.89368,false,
3.095,,1.01281;9.88967,false,1.0116;9.8974,false,
3.09667,,1.01281;9.89339,false,1.0116;9.90111,false,
3.09833,,1.01282;9.8971,false,1.01161;9.90483,false,
3.1,,1.01282;9.90082,false,1.01161;9.90855,false,
3.10167,,1.01282;9.90454,false,1.01161;9.91226,false,
3.10333,,1.01283;9.90825,false,1.01162;9.91598,false,
3.105,,1.01283;9.91197,false,1.01162;9.9197,false,
3.10667,,1.01284;9.91569,false,1.01162;9.92341,false,
3.10833,,1.01284;9.9194,false,1.01163;9.92713,false,
3.11,,1.01284;9.92312,false,1.01163;9.93085,false,
3.11167,,1.01285;9.92684,false,1.01163;9.93456,false,
3.11333,,1.01285;9.93055,false,1.01164;9.93828,false,
3.115,,1.01285;9.93427,false,1.01164;9.942,false,
3.11667,,1.01286;9.93799,false,1.01165;9.94571,false,
3.11833,,1.01286;9.9417,false,1.01165;9.94943,false,
3.12,,1.01286;9.94542,false,1.01165;9.95315,false,
3.12167,,1.01287;9.94914,false,1.01166;9.95686,false,
3.12333,,1.01287;9.95285,false,1.01166;9.96058,false,
3.125,,1.01287;9.95657,false,1.01166;9.9643,false,
3.12667,,1.01288;9.96029,false,1.01167;9.96801,false,
3.12833,,1.01288;9.964,false,1.01167;9.97173,false,
3.13,,1.01288;9.96772,false,1.01167;9.97545,false,
3.13167,,1.01289;9.97144,false,1.01167;9.97916,false,
3.13333,,1.01289;9.97515,false,1.01168;9.98288,false,
3.135,,1.01289;9.97887,false,1.01168;9.9866,false,
3.13667,,1.0129;9.98259,false,1.01169;9.99031,false,
3.13833,,1.0129;9.9863,false,1.01169;9.99403,false,
3.14,,1.0129;9.99002,false,1.01169;9.99775,false,
3.14167,,1.01291;9.99374,false,1.01169;10.0015,false,
3.14333,,1.01291;9.99745,false,1.0117;10.0052,false,
3.145,,1.01291;10.0012,false,1.0117;10.0089,false,
3.14667,,1.01292;10.0049,false,1.01171;10.0126,false,
3.14833,,1.01292;10.0086,false,1.01171;10.0163,false,
3.15,,1.01292;10.0123,false,1.01171;10.02,false,
3.15167,,1.01293;10.016,false,1.01171;10.0238,false,
3.15333,,1.01293;10.0198,false,1.01172;10.0275,false,
3.155,,1.01294;10.0235,false,1.01172;10.0312,false,
3.15667,,1.01294;10.0272,false,1.01172;10.0349,false,
3.15833,,1.01294;10.0309,false,1.01173;10.0386,false,
3.16,,1.01295;10.0346,false,1.01173;10.0423,false,
3.16167,,1.01295;10.0383,false,1.01174;10.0461,false,
3.16333,,1.01295;10.0421,false,1.01174;10.0498,false,
3.165,,1.01296;10.0458,false,1.01174;10.0535,false,
3.16667,,1.01296;10.0495,false,1.01174;10.0572,false,
3.16833,,1.01296;10.0532,false,1.01175;10.0609,false,
3.17,,1.01297;10.0569,false,1.01175;10.0646,false,
3.17167,,1.01297;10.0606,false,1.01175;10.0684,false,
3.17333,,1.01297;10.0644,false,1.01176;10.0721,false,
3.175,,1.01298;10.0681,false,1.01176;10.0758,false,
3.17667,,1.01298;10.0718,false,1.01176;10.0795,false,
3.17833,,1.01298;10.0755,false,1.01177;10.0832,false,
3.18,,1.01299;10.0792,false,1.01177;10.0869,false,
3.18167,,1.01299;10.0829,false,1.01178;10.0907,false,
3.18333,,1.01299;10.0867,false,1.01178;10.0944,false,
3.185,,1.013;10.0904,false,1.01178;10.0981,false,
3.18667,,1.013;10.0941,false,1.01178;10.1018,false,
3.18833,,1.013;10.0978,false,1.01179;10.1055,false,
3.19,,1.01301;10.1015,false,1.01179;10.1092,false,
3.19167,,1.01301;10.1052,false,1.01179;10.113,false,
3.19333,,1.01301;10.109,false,1.0118;10.1167,false,
3.195,,1.01302;10.1127,false,1.0118;10.1204,false,
3.19667,,1.01302;10.1164,false,1.01181;10.1241,false,
3.19833,,1.01303;10.1201,false,1.01181;10.1278,false,
3.2,,1.01303;10.1238,false,1.01181;10.1315,false,
3.20167,,1.01303;10.1275,false,1.01182;10.1353,false,
3.20333,,1.01304;10.1313,false,1.01182;10.139,false,
3.205,,1.01304;10.135,false,1.01182;10.1427,false,
3.20667,,1.01304;10.1387,false,1.01182;10.1464,false,
3.20833,,1.01305;10.1424,false,1.01183;10.1501,false,
3.21,,1.01305;10.1461,false,1.01183;10.1538,false,
3.21167,,1.01305;10.1498,false,1.01184;10.1576,false,
3.21333,,1.01306;10.1536,false,1.01184;10.1613,false,
3.215,,1.01306;10.1573,false,1.01184;10.165,false,
3.21667,,1.01306;10.161,false,1.01185;10.1687,false,
3.21833,,1.01307;10.1647,false,1.01185;10.1724,false,
3.22,,1.01307;10.1684,false,1.01185;10.1761,false,
3.22167,,1.01307;10.1721,false,1.01186;10.1799,false,
3.22333,,1.01308;10.1759,false,1.01186;10.1836,false,
3.225,,1.01308;10.1796,false,1.01186;10.1873,false,
3.22667,,1.01308;10.1833,false,1.01186;10.191,false,
3.22833,,1.01309;10.187,false,1.01187;10.1947,false,
3.23,,1.01309;10.1907,false,1.01187;10.1984,false,
3.23167,,1.01309;10.1944,false,1.01188;10.2022,false,
3.23333,,1.0131;10.1982,false,1.01188;10.2059,false,
3.235,,1.0131;10.2019,false,1.01188;10.2096,false,
3.23667,,1.01311;10.2056,false,1.01189;10.2133,false,
3.23833,,1.01311;10.2093,false,1.01189;10.217,false,
3.24,,1.01311;10.213,false,1.01189;10.2207,false,
3.24167,,1.01312;10.2167,false,1.0119;10.2245,false,
3.24333,,1.01312;10.2205,false,1.0119;10.2282,false,
3.245,,1.01312;10.2242,false,1.0119;10.2319,false,
3.24667,,1.01313;10.2279,false,1.01191;10.2356,false,
3.24833,,1.01313;10.2316,false,1.01191;10.2393,false,
3.25,,1.01313;10.2353,false,1.01191;10.243,false,
3.25167,,1.01314;10.239,false,1.01192;10.2468,false,
3.25333,,1.01314;10.2428,false,1.01192;10.2505,false,
3.255,,1.01314;10.2465,false,1.01192;10.2542,false,
3.25667,,1.01315;10.2502,false,1.01193;10.2579,false,
3.25833,,1.01315;10.2539,false,1.01193;10.2616,false,
3.26,,1.01315;10.2576,false,1.01193;10.2653,false,
3.26167,,1.01316;10.2613,false,1.01194;10.2691,false,
3.26333,,1.01316;10.2651,false,1.01194;10.2728,false,
3.265,,1.01316;10.2688,false,1.01194;10.2765,false,
3.26667,,1.01317;10.2725,false,1.01195;10.2802,false,
3.26833,,1.01317;10.2762,false,1.01195;10.2839,false,
3.27,,1.01317;10.2799,false,1.01195;10.2876,false,
3.27167,,1.01318;10.2836,false,1.01196;10.2914,false,
3.27333,,1.01318;10.2874,false,1.01196;10.2951,false,
3.275,,1.01318;10.2911,false,1.01196;10.2988,false,
3.27667,,1.01319;10.2948,false,1.01197;10.3025,false,
3.27833,,1.01319;10.2985,false,1.01197;10.3062,false,
3.28,,1.0132;10.3022,false,1.01197;10.3099,false,
3.28167,,1.0132;10.3059,false,1.01198;10.3137,false,
3.28333,,1.0132;10.3097,false,1.01198;10.3174,false,
3.285,,1.01321;10.3134,false,1.01198;10.3211,false,
3.28667,,1.01321;10.3171,false,1.01199;10.3248,false,
3.28833,,1.01321;10.3208,false,1.01199;10.3285,false,
3.29,,1.01322;10.3245,false,1.01199;10.3322,false,
3.29167,,1.01322;10.3282,false,1.012;10.336,false,
3.29333,,1.01322;10.332,false,1.012;10.3397,false,
3.295,,1.01323;10.3357,false,1.012;10.3434,false,
3.29667,,1.01323;10.3394,false,1.01201;10.3471,false,
3.29833,,1.01323;10.3431,false,1.01201;10.3508,false,
3.3,,1.01324;10.3468,false,1.01201;10.3545,false,
3.30167,,1.01324;10.3505,false,1.01202;10.3583,false,
3.30333,,1.01324;10.3543,false,1.01202;10.362,false,
3.305,,1.01325;10.358,false,1.01202;10.3657,false,
3.30667,,1.01325;10.3617,false,1.01203;10.3694,false,
3.30833,,1.01325;10.3654,false,1.01203;10.3731,false,
3.31,,1.01326;10.3691,false,1.01203;10.3768,false,
3.31167,,1.01326;10.3728,false,1.01204;10.3806,false,
3.31333,,1.01326;10.3766,false,1.01204;10.3843,false,
3.315,,1.01327;10.3803,false,1.01204;10.388,false,
3.31667,,1.01327;10.384,false,1.01205;10.3917,false,
3.31833,,1.01327;10.3877,false,1.01205;10.3954,false,
3.32,,1.01328;10.3914,false,1.01205;10.3991,false,
3.32167,,1.01328;10.3951,false,1.01206;10.4029,false,
3.32333,,1.01328;10.3989,false,1.01206;10.4066,false,
3.325,,1.01329;10.4026,false,1.01206;10.4103,false,
3.32667,,1.01329;10.4063,false,1.01207;10.414,false,
3.32833,,1.0133;10.41,false,1.01207;10.4177,false,
3.33,,1.0133;10.4137,false,1.01207;10.4214,false,
3.33167,,1.0133;10.4174,false,1.01208;10.4252,false,
3.33333,,1.01331;10.4212,false,1.01208;10.4289,false,
3.335,,1.01331;10.4249,false,1.01208;10.4326,false,
3.33667,,1.01331;10.4286,false,1.01209;10.4363,false,
3.33833,,1.01332;10.4323,false,1.01209;10.44,false,
3.34,,1.01332;10.436,false,1.01209;10.4437,false,
3.34167,,1.01332;10.4397,false,1.0121;10.4475,false,
3.34333,,1.01333;10.4435,false,1.0121;10.4512,false,
3.345,,1.01333;10.4472,false,1.0121;10.4549,false,
3.34667,,1.01333;10.4509,false,1.01211;10.4586,false,
3.34833,,1.01334;10.4546,false,1.01211;10.4623,false,
3.35,,1.01334;10.4583,false,1.01211;10.466,false,
3.35167,,1.01334;10.462,false,1.01212;10.4698,false,
3.35333,,1.01335;10.4658,false,1.01212;10.4735,false,
3.355,,1.01335;10.4695,false,1.01212;10.4772,false,
3.35667,,1.01335;10.4732,false,1.01213;10.4809,false,
3.35833,,1.01336;10.4769,false,1.01213;10.4846,false,
3.36,,1.01336;10.4806,false,1.01213;10.4883,false,
3.36167,,1.01336;10.4843,false,1.01214;10.4921,false,
3.36333,,1.01337;10.4881,false,1.01214;10.4958,false,
3.365,,1.01337;10.4918,false,1.01214;10.4995,false,
3.36667,,1.01337;10.4955,false,1.01215;10.5032,false,
3.36833,,1.01338;10.4992,false,1.01215;10.5069,false,
3.37,,1.01338;10.5029,false,1.01215;10.5106,false,
3.37167,,1.01339;10.5066,false,1.01216;10.5144,false,
3.37333,,1.01339;10.5104,false,1.01216;10.5181,false,
3.375,,1.01339;10.5141,false,1.01216;10.5218,false,
3.37667,,1.0134;10.5178,false,1.01217;10.5255,false,
3.37833,,1.0134;10.5215,false,1.01217;10.5292,false,
3.38,,1.0134;10.5252,false,1.01217;10.5329,false,
3.38167,,1.01341;10.5289,false,1.01218;10.5367,false,
3.38333,,1.01341;10.5327,false,1.01218;10.5404,false,
3.385,,1.01341;10.5364,false,1.01218;10.5441,false,
3.38667,,1.01342;10.5401,false,1.01219;10.5478,false,
3.38833,,1.01342;10.5438,false,1.01219;10.5515,false,
3.39,,1.01342;10.5475,false,1.01219;10.5552,false,
3.39167,,1.01343;10.5512,false,1.0122;10.559,false,
3.39333,,1.01343;10.555,false,1.0122;10.5627,false,
3.395,,1.01343;10.5587,false,1.0122;10.5664,false,
3.39667,,1.01344;10.5624,false,1.01221;10.5701,false,
3.39833,,1.01344;10.5661,false,1.01221;10.5738,false,
3.4,,1.01344;10.5698,false,1.01221;10.5775,false,
3.40167,,1.01345;10.5735,false,1.01222;10.5813,false,
3.40333,,1.01345;10.5773,false,1.01222;10.585,false,
3.405,,1.01345;10.581,false,1.01222;10.5887,false,
3.40667,,1.01346;10.5847,false,1.01223;10.5924,false,
3.40833,,1.01346;10.5884,false,1.01223;10.5961,false,
3.41,,1.01347;10.5921,false,1.01223;10.5998,false,
3.41167,,1.01347;10.5958,false,1.01224;10.6036,false,
3.41333,,1.01347;10.5996,false,1.01224;10.6073,false,
3.415,,1.01348;10.6033,false,1.01224;10.611,false,
3.41667,,1.01348;10.607,false,1.01225;10.6147,false,
3.41833,,1.01348;10.6107,false,1.01225;10.6184,false,
3.42,,1.01349;10.6144,false,1.01225;10.6221,false,
3.42167,,1.01349;10.6181,false,1.01226;10.6259,false,
3.42333,,1.01349;10.6219,false,1.01226;10.6296,false,
3.425,,1.0135;10.6256,false,1.01226;10.6333,false,
3.42667,,1.0135;10.6293,false,1.01227;10.637,false,
3.42833,,1.0135;10.633,false,1.01227;10.6407,false,
3.43,,1.01351;10.6367,false,1.01227;10.6444,false,
3.43167,,1.01351;10.6404,false,1.01228;10.6482,false,
3.43333,,1.01351;10.6442,false,1.01228;10.6519,false,
3.435,,1.01352;10.6479,false,1.01228;10.6556,false,
3.43667,,1.01352;10.6516,false,1.01229;10.6593,false,
3.43833,,1.01352;10.6553,false,1.01229;10.663,false,
3.44,,1.01353;10.659,false,1.01229;10.6667,false,
3.44167,,1.01353;10.6627,false,1.0123;10.6705,false,
3.44333,,1.01353;10.6665,false,1.0123;10.6742,false,
3.445,,1.01354;10.6702,false,1.0123;10.6779,false,
3.44667,,1.01354;10.6739,false,1.01231;10.6816,false,
3.44833,,1.01354;10.6776,false,1.01231;10.6853,false,
3.45,,1.01355;10.6813,false,1.01231;10.689,false,
3.45167,,1.01355;10.685,false,1.01232;10.6928,false,
3.45333,,1.01356;10.6888,false,1.01232;10.6965,false,
3.455,,1.01356;10.6925,false,1.01232;10.7002,false,
3.45667,,1.01356;10.6962,false,1.01233;10.7039,false,
3.45833,,1.01357;10.6999,false,1.01233;10.7076,false,
3.46,,1.01357;10.7036,false,1.01233;10.7113,false,
3.46167,,1.01357;10.7073,false,1.01234;10.7151,false,
3.46333,,1.01358;10.7111,false,1.01234;10.7188,false,
3.465,,1.01358;10.7148,false,1.01234;10.7225,false,
3.46667,,1.01358;10.7185,false,1.01235;10.7262,false,
3.46833,,1.01359;10.7222,false,1.01235;10.7299,false,
3.47,,1.01359;10.7259,false,1.01235;10.7336,false,
3.47167,,1.01359;10.7296,false,1.01236;10.7374,false,
3.47333,,1.0136;10.7334,false,1.01236;10.7411,false,
3.475,,1.0136;10.7371,false,1.01236;10.7448,false,
3.47667,,1.0136;10.7408,false,1.01237;10.7485,false,
3.47833,,1.01361;10.7445,false,1.01237;10.7522,false,
3.48,,1.01361;10.7482,false,1.01237;10.7559,false,
3.48167,,1.01361;10.7519,false,1.01238;10.7597,false,
3.48333,,1.01362;10.7557,false,1.01238;10.7634,false,
3.485,,1.01362;10.7594,false,1.01238;10.7671,false,
3.48667,,1.01362;10.7631,false,1.01239;10.7708,false,
3.48833,,1.01363;10.7668,false,1.01239;10.7745,false,
3.49,,1.01363;10.7705,false,1.01239;10.7782,false,
3.49167,,1.01364;10.7742,false,1.0124;10.782,false,
3.49333,,1.01364;10.778,false,1.0124;10.7857,false,
3.495,,1.01364;10.7817,false,1.0124;10.7894,false,
3.49667,,1.01365;10.7854,false,1.01241;10.7931,false,
3.49833,,1.01365;10.7891,false,1.01241;10.7968,false,
3.5,,1.01365;10.7928,false,1.01241;10.8005,false,
3.50167,,1.01366;10.7965,false,1.01242;10.8043,false,
3.50333,,1.01366;10.8003,false,1.01242;10.808,false,
3.505,,1.01366;10.804,false,1.01242;10.8117,false,
3.50667,,1.01367;10.8077,false,1.01243;10.8154,false,
3.50833,,1.01367;10.8114,false,1.01243;10.8191,false,
3.51,,1.01367;10.8151,false,1.01243;10.8228,false,
3.51167,,1.01368;10.8188,false,1.01244;10.8266,false,
3.51333,,1.01368;10.8226,false,1.01244;10.8303,false,
3.515,,1.01368;10.8263,false,1.01244;10.834,false,
3.51667,,1.01369;10.83,false,1.01245;10.8377,false,
3.51833,,1.01369;10.8337,false,1.01245;10.8414,false,
3.52,,1.01369;10.8374,false,1.01245;10.8452,false,
3.52167,,1.0137;10.8411,false,1.01246;10.8489,false,
3.52333,,1.0137;10.8449,false,1.01246;10.8526,false,
3.525,,1.0137;10.8486,false,1.01246;10.8563,false,
3.52667,,1.01371;10.8523,false,1.01247;10.86,false,
3.52833,,1.01371;10.856,false,1.01247;10.8637,false,
3.53,,1.01371;10.8597,false,1.01247;10.8675,false,
3.53167,,1.01372;10.8634,false,1.01248;10.8712,false,
